Age,Income,Spending_Score
68,25371.37142205469,16
56,51053.150778852694,73
68,41448.712942750826,78
23,81385.58915144882,19
23,34185.64960423176,31
20,68587.00470844944,73
24,60014.202431319274,53
68,56491.0234054098,90
25,93431.65901488796,8
59,95193.94384668622,24
69,57112.143630940576,8
32,53081.67398800012,83
64,29862.533623936662,48
46,59914.820255215796,30
50,99066.06511491982,58
69,57425.29320944154,86
47,74575.18566287559,55
56,32050.053521614715,73
44,51304.50140532797,62
53,69249.30611605302,48
46,62117.24796096105,4
55,76493.34668821123,37
50,47946.562308826724,8
54,25000.229023526692,1
44,82441.80460644541,92
50,,70
21,70132.08055003968,47
39,69017.1373297683,75
19,26724.93609936016,5
27,80982.5083448005,50
22,48668.65610942061,24
27,61101.09243973923,47
50,52836.34872068887,18
55,92451.83004465819,389
30,86869.80416368126,28
48,23753.30832458556,77
64,105176.54243816377,5
53,46433.865349696076,30
62,102048.73353963677,1
41,54875.80855720031,86
69,53181.6658781613,82
32,55053.44533844355,46
46,51984.207100410196,69
25,110487.93075646443,31
22,58472.73601358732,70
46,53954.07134922621,91
64,61540.21514985888,56
21,40653.2960615059,89
29,91942.41068580502,93
62,30578.383286137374,28
19,47719.827858571894,16
44,78733.20619693585,54
48,60847.04261534864,53
68,70984.30365000093,12
68,90663.2823337086,20
53,80076.03096664959,82
53,62749.5269028229,34
43,101786.85299703597,53
60,47433.27702407534,64
44,57993.80718014894,23
22,59391.193369944674,27
37,57951.564679660405,17
28,38615.78686077679,48
27,28327.003496790036,21
57,68344.03148758387,50
55,47330.52428898685,40
23,98156.1757796256,411
25,58549.15353529521,218
40,54970.21485017019,17
64,81886.79572805308,61
43,68043.85274895444,50
63,56489.65144425903,90
60,47185.365044711136,87
29,133154.03607998148,6
43,67235.71524523477,28
30,81688.59154768792,72
57,39541.08959533009,55
35,48440.2922715265,58
42,102246.91776580576,45
50,87938.6187871127,72
64,69152.44207466567,19
57,52368.58216405953,29
60,55319.28456086848,23
29,46477.785294877416,32
61,36863.01339722717,10
53,78476.88368522028,91
65,70776.62445584117,49
21,74721.57632684546,65
22,53262.040240754715,29
54,65112.779502663274,59
25,51359.12470051731,45
59,45453.83874459387,67
66,93341.24872284352,51
45,62430.14593681486,95
48,70149.08676573081,11
26,,86
68,62680.81772466048,82
46,64812.65488050309,99
31,38267.49646092586,6
57,42077.699431268295,67
58,41043.70489743107,62
39,72109.1683364107,5
28,61417.8130564413,9
40,42079.36872468825,28
18,71601.97683270414,83
63,70869.12921908213,92
54,46100.680174012705,91
38,59443.449107414526,77
43,70942.83350120953,38
63,42832.892917611534,43
53,71324.535297919,21
40,66020.47208327123,91
18,40016.005889979475,62
68,64395.93469996204,46
57,67312.97173311809,70
32,47479.97747722402,38
38,49054.32700267582,49
64,39831.601381376204,75
26,51020.02061752212,81
26,59758.35979125705,39
27,49109.556826113585,71
69,30302.242035122254,30
43,46228.23950726746,21
58,51654.15786375996,1
52,76336.77419264504,89
69,71895.29829553861,32
42,76724.42157750005,8
43,45219.622060020636,69
28,62831.015581586864,30
55,11539.070019969324,8
19,68578.40796361977,19
24,72217.95347801594,59
35,52967.49664278152,55
44,65908.59623443564,30
51,29701.514492598944,79
44,43978.66019200352,36
34,75308.98476864552,55
60,70225.06557079148,44
61,51762.90977910465,27
68,76227.24634809421,77
41,62765.96233599822,78
42,49915.58072155681,54
24,56343.45378793412,48
69,50891.64617376929,30
23,36324.480983629444,39
41,85133.71611804202,13
50,48639.51133414818,16
66,43352.78571406177,44
46,29413.033589732822,71
60,7280.642648217465,27
39,74029.93736237974,45
43,75872.17374072425,35
45,83860.77169189416,79
67,57019.21367659636,28
38,53560.1494541281,99
66,49845.53773393718,7
24,51668.847403235945,62
34,82395.80701480375,51
37,59469.695025420835,46
58,67561.41592002806,20
66,51159.863360791926,96
37,86416.95812441414,38
39,21905.222411305214,61
45,35589.51650563908,32
57,67594.21048469115,26
66,95012.21502461872,58
24,55497.99600482459,39
18,43152.58388545313,20
49,80013.25410316688,82
30,66473.968840298,50
47,85804.27623988489,79
40,34192.97830511317,52
68,84233.36972021851,86
36,29030.85086463457,22
49,54236.55707690265,53
47,68255.65505647853,85
46,63720.26756398188,66
66,81211.84671964734,43
62,23466.79965981553,82
46,62820.149593980736,23
47,83992.84065567894,77
33,61185.88454144193,64
57,37153.20640466595,9
36,80150.14789653305,7
35,47033.794597126085,41
18,43513.53975874243,54
31,40997.28494232986,65
68,,2
64,63661.204407457415,4
67,34617.99890593841,78
19,38727.082465401116,32
45,46110.342482755645,2
66,40900.22704226719,64
67,60735.1645309886,14
47,67224.43192801761,20
55,64477.476205331855,89
68,64506.63777495605,49
21,93419.83430577221,8
18,68473.6719925431,92
25,75679.28495778494,63
46,51707.685004460545,46
56,78880.12285322983,21
20,50752.94952413356,87
49,68228.96655177181,32
27,32572.66263635235,8
27,63324.68263976243,95
36,,16
63,78720.71308967815,40
51,77517.52923997569,27
50,50667.45224881814,18
40,100991.49857249079,35
45,54282.4340761305,52
49,27759.621986549457,15
67,44417.6405927464,63
24,39117.17955284298,53
46,67592.04203572508,91
25,35292.73946655095,81
18,49215.7196838751,66
20,66291.0434107354,31
41,62772.91789423605,61
40,59747.12375316441,64
25,62520.010380881344,98
64,52589.99804984691,34
54,27924.95888667339,55
20,52063.2355851071,59
68,69374.99568630572,3
50,57261.30022781192,17
45,,78
64,48264.339409810294,78
25,79886.72159755857,46
51,8873.642650573325,38
52,62828.81025846709,35
49,86977.60694242557,1
41,89953.97032082925,29
31,55363.476615150495,4
49,33476.03688714231,61
63,87329.45684686718,97
60,58962.69666388879,17
33,56820.60921460239,28
21,42142.907182445386,50
69,35002.250382834856,90
54,71277.26337848708,8
38,73397.42909517321,34
31,64030.88003598843,59
48,44719.084368123134,18
65,38700.023497817005,95
35,31355.02689560214,59
24,48789.09647844054,27
27,39882.92870502072,16
24,25813.80609417909,10
50,73026.90024706097,76
40,33618.72277030065,22
38,79678.45362861468,16
36,67881.43420226927,12
65,65886.82375236799,75
36,93306.18092120183,84
53,34283.9473187095,51
46,77475.43992097591,1
35,54047.148539571404,27
19,111421.40313259081,67
18,52384.11137721581,12
64,49153.83327748763,30
22,68510.71549714533,9
37,55821.829355827205,53
28,44830.74075400262,61
59,40594.46432128325,54
19,89164.08976774807,37
20,36730.767362000166,65
40,64461.751207609996,42
29,81123.6827925219,49
37,,4
22,47966.9519563712,64
54,55876.303987484745,79
55,51996.12997971255,51
47,29299.6247466825,91
26,70750.3476604023,72
51,60770.072912696174,60
61,88811.70161203758,87
52,43535.89805397154,79
69,81773.93117235391,91
39,83184.6830056841,31
61,60941.43373615775,72
41,16582.768583326615,94
34,49748.646851114194,58
27,95717.42248608233,82
47,65941.11542983819,4
63,73867.99411743772,22
40,58216.668367300634,3
49,55531.14180273743,79
34,,99
67,75894.78434110613,47
68,81593.62409444753,38
34,40982.754290666235,33
31,56422.897569833855,78
26,53725.17445291419,48
57,68403.06587972572,65
19,49112.7283698181,26
62,78626.81846366005,8
42,61426.48632248978,50
56,9011.538888306044,80
26,68854.40550385286,38
39,79927.01975181568,10
60,36958.76679470122,42
63,68174.53869949149,37
21,96599.1933950842,26
43,62241.327503564775,92
46,82832.57728658979,12
62,51156.900595269595,84
51,59640.71423085688,49
40,55907.57424147309,14
54,52257.591473048866,46
28,57045.559098338475,35
23,27386.36438151365,29
35,53382.39731233407,12
38,86756.12910853571,82
59,40726.198862963334,44
53,38677.334570533785,66
58,61224.2474278951,2
55,62223.66286714489,59
51,67549.29438107973,17
34,57725.22853630722,10
54,61437.28328916667,18
42,52982.30452742002,22
55,,83
29,58572.16263378698,58
40,74491.93992884929,53
59,70301.09252704668,1
39,25115.15746121425,88
38,65038.50726618165,61
44,42144.60948285661,89
48,87843.28010442764,31
23,66525.3956585676,31
44,77925.67920261214,66
57,60423.3628882972,19
51,58678.90002205045,53
29,89916.89835306494,76
62,79455.48793250033,74
24,62357.173044950956,95
27,56006.671477252035,22
62,25856.5054893826,23
34,66491.3506974828,87
43,57477.920613605704,15
38,71079.12094164552,26
45,77156.37683069572,3
63,84658.42190094493,87
19,66739.85821788809,20
60,39072.79069743589,40
18,17013.728981637338,39
68,43506.002792864165,72
53,86669.76999010135,18
68,96469.82938598882,41
43,55241.98496461649,70
46,30780.814914352974,27
38,47031.7284999432,15
28,82756.11645395742,37
57,48179.73652945786,58
28,71782.47895335028,5
53,63371.1660259607,73
66,,7
56,96360.21997894076,41
57,71795.62951068676,84
52,62938.32553275859,10
51,98567.47131617839,62
64,66991.04203250122,26
41,44141.05005336799,68
39,73749.30579538971,24
22,68949.11084265941,78
50,53841.953154588,41
53,49648.27895067453,65
64,54034.81025370184,17
37,,24
36,54684.80362574216,27
52,43144.06795516277,7
69,67723.09376319632,73
60,66224.02627917638,99
34,66904.03554458938,12
62,58752.61321126692,85
60,56446.734879498756,3
51,88840.1159530703,79
26,61348.11773675606,85
43,85275.33692110953,10
19,40071.68033667373,33
26,71783.55668402757,46
26,45305.93926679969,59
57,48876.961434133314,52
34,51761.883201448974,6
18,50508.02062792443,2
42,50607.90687036299,29
60,84345.5017978113,40
57,60908.2234623528,97
59,64501.10778419218,61
42,50856.80072897101,68
56,77138.78607436217,68
52,67101.1255647784,29
20,53821.42711300524,62
67,28314.322147467137,60
54,64325.929168037415,84
61,71513.59045070916,41
61,40423.04323353307,87
68,54092.107626016754,82
47,70743.21002921912,89
55,28581.43885756465,65
51,47022.956331802205,64
29,67538.17883252802,79
36,82100.3687770322,63
54,103715.59624542334,98
61,99173.09536734181,48
66,62875.38964632019,20
34,50315.462370360954,37
27,78462.44535541773,64
66,49128.14152552685,471
64,44758.09430108697,86
29,53894.67895269799,5
33,51386.53399645786,34
41,68252.6124613175,39
36,47951.967557312775,67
25,61702.4411459563,81
48,91899.0690281064,62
38,62442.814281480954,88
34,90334.84576243555,24
40,84041.13202131898,3
54,71840.80473401265,71
33,52916.94420122959,89
23,,67
25,55000.501627238526,79
42,59959.806899460775,93
35,66603.97348331189,50
42,59892.65055213037,29
29,45594.64563178926,74
32,29458.021700342615,32
43,79182.65860650958,87
58,71406.84253612721,39
62,25587.78015007316,9
43,45064.253009262866,14
64,63581.30858546769,68
49,68851.44707121135,64
27,29630.92682065817,20
33,58215.22666915157,28
24,70793.09190507929,14
34,52969.7639620144,44
40,65116.59296868787,98
43,50248.96235911046,77
38,78183.92703399043,95
39,44014.28572267458,97
24,37158.4352181124,39
31,60578.537281231016,28
32,31329.480554230086,64
24,17897.776238744198,89
26,81674.70596108027,32
68,40315.51036878362,9
65,33326.968348323746,28
25,43764.82446100784,95
67,42866.9873717841,17
40,57157.77077672912,87
46,38130.26532628066,77
35,69963.7228451231,55
48,72924.68262315431,10
47,34500.17098768929,80
69,47638.067541032244,6
56,49538.85519922828,48
52,56699.85277267316,75
35,81653.67033967364,67
59,82806.26830005216,92
56,109977.34772331573,41
34,14612.521416916432,79
31,41514.085536967425,60
48,96280.18362149967,77
41,23985.993644463306,42
52,95825.30128341413,81
61,62947.02546286489,71
62,63682.655460450886,28
51,34404.04027761059,13
20,50976.735599914064,81
54,94947.52719419812,15
60,59046.337295175465,36
57,51110.0194357959,92
43,68114.38392758471,15
40,56155.647993946855,75
61,66903.02299612883,56
56,43005.17335680158,95
32,58456.947027837894,4
66,47178.47469118563,99
21,23920.667186106453,98
46,69639.1557449537,52
39,35324.54316888889,91
42,56705.18139791796,10
30,78521.36491655822,94
35,30043.7308691914,45
50,72093.68193899204,84
33,54003.73086062675,29
62,40669.53198145873,53
59,100458.46577772137,29
61,59988.8740849033,23
19,48638.14220846518,57
52,44395.74155267196,50
59,77623.24936873393,21
51,47758.87547073177,43
47,75130.36197082051,10
30,59950.403377536786,76
30,82323.76128867696,30
35,39149.21105034232,51
49,41938.735218079906,33
49,54379.89371939863,18
52,56038.67004950448,78
56,52908.85942605979,22
63,112628.80810853036,64
69,101264.94008703815,21
46,65981.10149642086,1
66,68339.44148100915,15
46,55271.35639840838,36
61,39003.489329637385,47
33,56358.555188894956,54
61,75422.35502924108,86
64,86112.53523136018,32
27,79914.1684104541,58
47,29804.514136915768,46
42,54215.44643692573,54
56,30622.64870268015,33
37,83376.87114805437,39
22,,23
18,59057.79768737934,43
47,69601.00536010004,55
66,115322.79839623798,2
20,65365.498795790525,66
62,55234.57924387496,38
31,35179.1575759272,29
47,89172.7889700621,67
67,56367.2707140585,71
21,93142.84929855399,36
35,82112.26225897447,29
54,50740.877947830566,37
42,32154.476382881912,87
65,,45
18,47701.92942456796,16
63,60786.916849126115,31
32,80980.99213708675,34
26,26928.357687503325,50
32,65292.276881364276,65
66,75191.92381771473,82
41,76162.21123512126,62
21,32729.156576251542,43
29,68386.72939547927,56
54,84070.73163813385,15
54,66864.67596800151,48
60,57686.11587782927,49
23,82792.25881146887,81
56,46113.6237912234,44
63,29403.341835934596,10
41,55988.04370138137,20
28,70700.90383407997,70
30,80778.73522872868,8
51,70610.05148335865,45
42,76716.42137449715,34
24,80906.2286020792,96
69,,51
21,,4
25,85743.3558629975,39
37,,84
46,68582.6572304459,24
68,45665.823421659574,88
62,82005.2320646194,55
63,59641.290388497204,26
27,60151.87870756248,25
60,94577.59774793373,36
51,38479.144411027075,71
43,64316.38946437206,74
58,56397.47737804358,58
66,70648.22632086062,12
20,98586.61573377892,1
23,47895.16980149635,50
22,36052.0457529191,25
22,43813.451486359874,80
64,55343.63835558162,5
40,61284.616674066536,83
66,62290.57591573165,68
26,96053.21902350867,6
52,92496.78089309683,326
37,86058.9297813392,55
66,110288.77273234684,39
59,76481.96913325263,9
52,82167.1016702528,45
67,76095.41043787533,14
35,72818.10627587573,55
34,67887.93048365683,9
41,52062.85910169359,15
20,35064.43504324271,37
49,57386.92062075774,50
52,71315.47399344126,84
55,61445.2380194798,72
30,38693.28611761488,96
64,56682.33900033243,21
42,55639.943828337244,57
26,58752.907160624396,19
21,69818.30697853319,93
31,74125.16073820605,58
54,49998.97098050895,95
51,79622.42376025028,6
28,82632.76239336625,4
58,66406.03866097091,43
20,73295.00543906137,93
45,79684.62884923897,42
46,38047.107008410574,3
26,81094.62669963592,1
20,44198.78254804094,55
42,46145.967267432425,15
51,63925.78335629522,47
29,17119.197486506615,85
59,63512.4061645152,46
26,79635.61893911604,58
32,27081.523071079668,95
57,81780.18649092902,71
42,46024.2476294509,81
22,64137.23560985601,83
28,48928.509859890764,39
51,71458.36968258092,3
41,80498.95112327527,30
32,72940.20728764994,35
55,59920.377010126,57
25,50482.8932681315,29
22,58613.95941257774,50
65,73119.42929919284,62
43,73805.32798345838,52
35,71016.53164352245,14
23,34348.44916885911,35
54,59539.5508312918,28
65,47331.420716056964,58
30,73298.58039811655,30
45,44700.56493242807,90
22,69041.0751616845,7
30,54356.24478370941,39
34,22418.076334685175,95
67,78619.18571775994,69
57,,35
62,85519.54591531384,52
49,26693.81842644726,14
46,54169.573781650084,63
68,55671.911580802705,36
20,65404.12582476623,91
57,33496.25391686002,24
51,70880.75713547558,40
57,98233.24812562067,29
44,69490.74692931064,53
30,61857.44803647024,22
62,32450.85185949253,72
50,44515.0777288595,15
23,58883.10198354454,69
41,49404.47058314342,64
36,80525.1285254197,4
33,70674.06401937276,75
57,113847.5717529394,18
45,40382.83127151417,42
50,60662.29222783466,30
65,32330.152549314178,15
58,15551.18450819351,70
30,74454.41958906305,55
60,69932.30765934712,53
62,42908.1913070842,16
42,61860.59239186847,73
59,47414.648021489105,34
53,50115.85090313448,27
44,53594.307744674516,13
55,42068.69645191444,27
24,45667.00180360087,73
22,46231.29112111492,69
60,68457.57693506661,86
62,4515.596480303713,31
68,55447.41477030395,3
48,38246.36246924654,30
40,38968.94627549439,21
59,49486.9325183255,99
27,59713.20580053684,6
49,55711.76276586614,92
60,38718.789804035914,32
47,74433.93036891153,42
56,41947.92026279018,62
48,45305.87488147764,89
35,65689.83571789034,32
53,66407.37128585484,99
19,47766.00677734043,86
31,1276.7593980168676,88
30,42290.182268243036,39
46,63237.763724805125,64
29,73772.1610738006,30
56,58414.06684943107,63
19,50420.27905848769,96
49,105864.22011398648,31
30,52550.27756989291,87
63,72244.65373582211,40
44,33298.958091462075,33
66,38196.643015820664,63
58,72946.51222924449,25
34,80891.22551570743,36
57,,24
48,23027.28616738959,95
51,56648.85321197549,58
41,63788.11801559123,39
62,61976.36077857649,46
52,,77
65,56942.317614781234,10
23,45004.463114317885,87
36,37763.235525262804,82
47,75113.3704129361,32
24,61955.96626805421,97
27,56986.32882755341,36
58,49857.045144556774,28
49,56396.5288692984,16
51,63206.32857573993,16
45,94573.63151628613,18
32,73090.73699654288,8
47,,80
54,46884.72514588618,75
46,43766.37799350809,70
39,55989.589374940515,1
21,43750.97099518231,62
37,69496.47489979252,76
49,7129.674884038941,38
53,70703.36618549489,92
67,65507.54975610861,45
21,85254.8496629528,58
44,77535.79109107907,81
34,46326.04429491893,1
29,75285.96161877015,32
39,56638.650455713985,8
34,21313.864851114602,40
27,63176.63879457784,56
18,47514.9315885861,63
39,60004.43032794,209
43,93028.99660550487,74
35,64495.73805464317,74
67,39653.30297620008,36
31,79288.30011232407,89
64,67250.85140272877,57
46,37296.76341936183,74
29,27875.24465050688,83
53,40453.248815625586,45
52,76726.03601343444,79
69,53967.95732713908,80
29,61622.85037910822,2
24,33229.40658447663,93
46,77264.37958034847,68
28,19696.326712845257,50
50,46892.4496786463,29
23,68369.27718227588,95
64,37547.371099213095,81
32,72282.58558900886,10
49,42616.12042896796,27
68,,15
28,85729.64129288949,60
40,63078.6038619801,31
43,70380.72156099253,21
51,80364.19169105394,60
63,7614.021009981399,58
51,72695.65279940638,41
46,44779.496310113056,46
21,47414.544184521714,45
34,68748.82155331173,26
52,52739.18453181095,51
30,71890.4215091304,36
58,59183.14064967836,52
56,63364.180293681144,81
32,50195.568159694216,51
46,38701.33421683723,3
46,45193.6485850499,14
28,57943.51739040111,49
69,96744.76785549078,77
49,89438.12798227085,91
19,46934.080442812105,1
64,61205.153546649504,57
31,54245.54052107905,17
37,62605.33237738048,50
39,65178.25495085552,98
28,70550.30031511202,14
44,1977.2243636518251,59
20,67329.9733177388,81
34,,3
61,45901.24171536793,98
45,75885.1335632414,40
46,89336.48832809538,89
38,73780.06288082815,66
64,49628.96785577811,34
33,38479.88699722179,90
54,-124.88856219360605,95
37,63650.31993162711,9
23,71580.32215588873,94
36,57962.72979803939,84
22,78674.92417675984,21
20,33596.19528335016,93
18,56575.22087089903,25
55,,44
32,57797.82631487868,25
51,83358.63325907814,9
52,57903.155518024745,62
66,54104.150984549415,26
42,,57
41,86571.5894284292,37
29,31376.075548427456,16
35,48940.01134305175,37
32,93878.74134194986,76
61,69364.8659614307,24
33,,26
44,60433.84111052568,20
25,41072.44025284365,9
63,58629.455102849504,87
42,53002.68322008414,29
34,63592.57198910008,31
46,29875.172287473826,19
25,,20
32,80332.59349772618,87
44,55923.53749758853,27
63,72941.96786611615,94
67,66206.92549689155,85
69,47845.197196678884,44
24,38829.4862708577,35
20,41632.23022558683,71
46,65857.8513830943,22
61,58877.09736029591,74
41,85501.86043763396,87
20,75817.40224407788,15
37,75775.69966254603,94
63,65261.61603424445,98
32,40756.02101356671,13
42,66506.78591949983,4
47,61277.063300564456,82
31,37232.37222888504,56
24,84198.98517117424,23
34,82045.78749858303,97
61,37117.01711165879,98
37,47244.10189766943,34
53,49000.99561119047,99
26,72197.0308759923,17
55,69894.50360907993,28
65,60888.14425572713,14
39,65477.1456079825,34
19,34247.35607108933,75
41,67627.22562716906,57
25,57982.29248907859,77
28,46419.13634882821,97
30,29349.87452139362,55
34,60539.22312372704,66
25,67139.1979243562,98
38,25950.36396586825,93
35,60369.721413128595,37
47,62444.79503696991,68
35,48915.40913704679,76
63,67596.76404790349,26
64,57346.751674453604,61
48,65663.42010672728,92
55,70684.93865750112,67
49,70696.13812301047,84
28,80336.40986893003,74
62,66766.5037756916,52
42,50459.18518446358,18
50,47044.19910493606,53
55,38733.82494262755,63
58,63023.59286225812,53
25,86426.23429305047,27
28,52830.947880256994,31
39,68992.1649541992,91
68,44954.39990969679,1
41,63896.09830321269,6
58,85186.9425614888,11
34,73724.95946663886,34
29,28583.759337216863,84
63,71413.89632071089,63
49,72324.51557587105,53
32,63469.73946454177,85
33,73350.44225404682,85
39,43329.95920564924,18
45,61265.26309608172,21
37,82203.47881876203,19
50,80398.98966932735,4
27,70960.89948011942,77
57,42340.09552998234,82
49,39190.72458761443,29
67,62290.87348886709,25
50,63615.48477451681,56
19,57992.56455445487,77
50,43904.300436066944,63
50,68739.22150780787,27
58,62203.30697389083,60
30,65796.48633100947,454
47,71868.6751924822,49
50,54527.00424643975,65
30,50224.83245241127,38
69,82151.30646617246,83
43,44852.83026939664,52
39,50616.51601075985,1
56,84684.95630854946,40
19,49059.5149798068,81
55,58027.6471271888,21
56,51760.60261773944,86
43,24335.570374324052,15
63,57533.84695990406,50
67,39787.564728429046,48
32,65091.60865287122,32
51,82112.77020082224,49
59,15716.525336526902,68
61,51861.66031999439,45
66,69046.46465929961,32
57,16333.021631404445,4
28,86725.30720844463,65
20,67597.84073606967,97
23,81664.25643863803,71
26,48721.042737771415,73
23,51133.58459447618,65
26,56781.27290401861,80
56,102764.1809510308,18
48,86362.10720994133,54
49,,47
58,65088.03543301568,6
67,72698.07623169867,66
29,107831.09641982918,9
25,67654.39586114102,68
25,60919.1879223754,23
67,53228.032067700246,43
45,64698.30495038882,51
37,48259.56363297581,72
64,69921.84676153745,25
24,31348.06740416918,80
28,54789.98821187335,35
37,,17
33,67382.47308674708,18
21,50747.507598966964,27
23,55359.50979166723,15
39,80706.69373384422,81
43,35791.96607953157,69
20,35908.1270417734,80
58,41407.32095645006,15
59,59786.44271466713,42
31,32865.23865487616,34
28,79060.03185531963,48
35,41514.15082288269,83
29,64487.111154862585,8
40,48418.53798161194,10
29,58690.058383205476,5
30,27933.081806825132,48
42,80026.32490419912,26
62,40770.04003257198,86
68,38675.66557912595,23
36,107580.18026804185,62
63,71086.14621915216,13
53,79248.3281656615,9
62,69177.82792723797,20
25,50950.38880027197,92
46,33863.00285089979,57
49,54023.59225148683,24
68,40436.81310948875,33
61,41637.69655130962,20
35,28336.253420606066,60
23,62289.519195909925,48
35,91468.24295051693,64
36,71162.73446052898,30
39,57884.19224296575,73
54,59188.562543796965,17
49,-955.5462478719346,14
58,51523.29156201247,19
20,31466.48209559322,71
45,62688.25055804553,59
27,54800.480226635314,67
68,42613.90917584919,97
52,62237.93408977198,44
46,62065.58306013886,32
32,90372.48078912855,11
50,73728.35000893459,239
24,64339.45580073746,90
29,41049.71052697215,68
66,38531.217617850234,17
47,,81
38,55998.6125511914,92
48,64987.31182253215,94
41,79560.0104834312,40
37,29737.224497163803,477
54,87940.70770057988,46
21,79387.63573897992,88
45,18911.195560247106,93
61,107061.84897821954,4
37,66427.52638162913,38
41,50429.233991540925,63
67,70381.24447209851,29
66,40450.507261225284,19
68,70922.56706387103,91
49,44130.07083329377,29
58,100407.19070941201,35
53,61202.00387812802,70
51,72996.46104145648,23
53,44278.69800695722,46
19,76329.92047786716,44
32,59748.39872995776,48
51,31762.965833561102,52
53,55224.74560223504,8
23,98622.22137725075,55
56,77179.54052086615,66
59,52420.49862187013,77
68,22616.684779981304,40
68,43350.17643538737,85
29,31870.519919310773,31
20,23099.839871330034,48
62,75711.82260330605,61
35,61247.74792760331,52
57,95902.16896687882,38
38,,91
32,59954.3813048174,36
50,32116.512965061713,87
52,48102.53277667515,55
43,55557.800761348284,85
25,52506.920643767044,13
53,61070.81261231002,37
65,79432.19126502774,47
47,77328.35170909108,90
40,44613.308318174015,71
59,59392.917562727016,22
61,75881.92749918888,39
31,80714.73014859011,87
31,46776.86630691695,58
19,74163.2890960048,30
54,66622.93018375403,18
22,38680.21772922142,18
55,76003.15925171471,74
62,63030.86416864938,39
58,25172.187873469476,94
64,54122.928785772616,26
31,60797.15083169945,71
56,47883.51042364813,7
42,84564.5685099705,69
37,85289.36981356211,65
19,52350.1968217431,46
56,50155.48957292516,257
23,57375.30653261358,13
34,55998.38868386638,25
42,48149.962123961544,8
45,-14175.932186465827,74
19,95096.23751199228,32
52,60008.35927556285,17
54,56433.79776141847,79
22,66503.38260103902,79
18,58398.8450293182,48
57,51393.68310709101,63
29,39887.08027216101,40
53,23227.74447008608,84
62,32912.42140091213,15
40,37666.51866579706,99
64,73018.44316081938,6
48,74492.46293528788,94
28,42364.01791066458,63
27,6726.917191252105,8
20,60182.41439003753,95
31,51569.15568681363,32
33,51074.750265997376,45
27,79118.74951528729,52
46,62773.05250945705,79
27,,82
29,35871.739320819004,13
47,54747.77286030087,24
58,41871.74475620716,40
18,58552.04751944765,14
22,80522.84088803933,92
37,32404.351768010998,75
25,61755.58869617937,70
60,78300.9996533878,62
29,58276.25328363782,89
18,74431.61790235306,61
37,54254.550157690755,1
45,63416.56158847274,89
60,68815.69864684354,66
54,48559.95123473731,32
64,99813.52034379999,13
54,71551.60360663844,33
29,86059.70997433842,32
54,81420.47892721536,56
66,66545.78538566822,24
66,87715.78844719616,91
61,63758.29422383835,4
45,45404.49433651274,88
64,60296.384631259265,23
32,39876.66175169738,29
23,17965.913437803953,98
61,42949.15513881949,21
37,61457.6306594175,30
67,81238.49570976163,90
31,42889.615908472915,20
19,80203.2490705431,16
26,35786.34028386246,67
54,41609.550677210995,49
37,88983.13206792904,58
43,60952.42039924991,44
46,56527.56109430713,25
18,64705.59979815654,23
52,35871.93498563908,59
23,53383.03742852355,1
54,60053.22316253103,97
22,84627.61872358865,15
50,26591.65721397198,81
66,95259.80630751542,98
68,57507.045233499135,81
31,37788.87502065982,52
29,34167.30567731218,58
59,65462.98634008413,41
37,33055.81039862949,44
67,48797.529098138024,4
41,55001.938782444035,77
60,82873.51478809651,68
51,80369.06918527947,7
42,47140.15219762082,46
67,55746.33659558156,9
46,28092.301996485086,87
56,19218.0897351256,33
48,35418.9510481476,357
64,82461.9472265162,84
60,75601.6144444292,4
67,67668.72525193228,65
40,30847.51026758846,379
61,45766.808452177094,91
55,42843.579436427564,85
37,56680.03258758875,88
40,55418.92886735768,79
62,39960.86286608343,99
69,66984.33615797087,64
33,64578.927604084776,25
67,45423.53801814107,55
59,66085.56783265063,9
25,82485.70736661041,17
67,88561.21554246492,21
38,69813.24313219718,60
18,69225.35886818712,13
25,55197.22171951377,3
46,80594.25791070318,68
49,38592.970973204254,4
55,78277.0028681633,92
22,54247.90531638394,7
64,89818.73654403459,26
39,71764.12814080149,75
64,58642.67537853799,24
51,55270.24702191453,10
18,70512.25708896873,13
43,69542.4869537211,44
60,52033.13990998945,39
27,61836.71516536693,19
47,77927.80174697204,51
67,32732.874842395002,19
35,74517.56441107426,76
34,70424.29156718707,52
43,83732.94951122982,86
25,45686.92597393524,47
64,60114.32172185782,30
57,64101.36752009791,46
66,74775.93034400471,76
29,68582.33858322,93
44,35208.898023754504,21
25,65820.88065723292,75
42,100084.57548540816,48
63,72235.1515192263,62
21,92760.938890732,58
50,80861.22754589625,18
18,87248.03870876819,59
36,66199.3732196941,91
48,70436.90219224234,48
33,65110.3551328275,63
31,60086.81730099046,12
65,74843.89960138209,87
22,49579.96121985598,34
58,,61
43,41439.740646234524,87
45,76227.76239834317,53
19,87573.42834607177,25
67,56467.564920791934,62
23,37740.453777236726,4
26,83110.59178564709,94
50,64067.9062010051,94
58,76266.32145203487,13
42,57810.90802325365,42
65,94638.49364644794,49
30,17659.838955873034,78
26,67523.5510256747,56
30,86834.98967503196,47
48,62106.78089658792,8
58,66047.17386033823,55
28,51319.76374865983,88
21,60413.77015733235,18
51,26562.867737273897,35
55,45631.37334760617,89
63,44264.897457955434,81
21,73382.47982058596,32
55,48572.60481424531,24
36,49150.4890012036,7
